Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Delhi,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.4,14,Honda
Mumbai,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,10,Hyundai
Hyderabad,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3.65,13,Volkswagen
Kochi,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86,14,Ford
Coimbatore,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,10.44,7,Ford
Bangalore,58291,Diesel,Manual,First,17.8,1248.0,,5.0,5.0,12,Maruti
Coimbatore,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37,14,Hyundai
Delhi,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6.95,14,Toyota
Mumbai,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.9,7,Tata
Hyderabad,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3,13,Ford
Delhi,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,50.5,12,Porsche
Jaipur,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5,10,Hyundai
Hyderabad,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5,11,Audi
Kolkata,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5,8,Mahindra
Jaipur,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0,8,Isuzu
Delhi,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,11,Maruti
Kolkata,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.9,10,Maruti
Pune,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,12,Hyundai
Chennai,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,18,Mercedes-Benz
Pune,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5,14,BMW
Jaipur,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75,8,Hyundai
Hyderabad,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,75.0,10,Jaguar
Chennai,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2.0,18,Maruti
Hyderabad,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,17,Hyundai
Hyderabad,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,8.2,16,Toyota
Kolkata,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.8,10,Hyundai
Mumbai,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,8.5,17,Mercedes-Benz
Chennai,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9,14,Ford
Ahmedabad,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5,13,Toyota
Jaipur,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85,7,Hyundai
Coimbatore,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91,6,Jeep
Coimbatore,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36,6,Maruti
Pune,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25,11,Toyota
Jaipur,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0,12,Volkswagen
Mumbai,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65,8,Toyota
Jaipur,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5,12,Ford
Hyderabad,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0,10,Toyota
Mumbai,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25,7,Mahindra
Kochi,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83,7,Land
Delhi,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5,14,BMW
Bangalore,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9,17,Hyundai
Jaipur,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25,9,Maruti
Chennai,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,26.5,11,Jaguar
Bangalore,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,22.5,12,Audi
Hyderabad,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3,14,Nissan
Jaipur,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3,10,Honda
Chennai,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25,13,Renault
Jaipur,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,10,Toyota
Ahmedabad,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,11,Honda
Delhi,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22,13,Mercedes-Benz
Chennai,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2,10,Toyota
Delhi,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25,8,Toyota
Bangalore,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5,12,Mercedes-Benz
Chennai,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4,17,Maruti
Kolkata,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,9,Maruti
Hyderabad,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,3.2,11,Hyundai
Mumbai,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99,10,Maruti
Kochi,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,11,Ford
Hyderabad,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7,15,Tata
Mumbai,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25,9,Honda
Coimbatore,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28,9,Mahindra
Hyderabad,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7,13,Nissan
Coimbatore,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51,7,Mercedes-Benz
Hyderabad,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4,15,Tata
Kolkata,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,11,Maruti
Jaipur,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78,13,Maruti
Pune,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7,10,Tata
Kolkata,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2,12,Honda
Delhi,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0,9,Maruti
Chennai,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,13,Maruti
Kolkata,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85,11,Hyundai
Ahmedabad,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25,9,Nissan
Bangalore,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9,11,Hyundai
Hyderabad,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9,8,Jeep
Delhi,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25,11,Volkswagen
Pune,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.34,10,Honda
Kolkata,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.0,13,BMW
Kochi,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45,8,BMW
Kochi,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15,11,Honda
Kochi,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25,11,Mahindra
Delhi,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85,10,Maruti
Jaipur,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8,11,Maruti
Pune,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3,13,Honda
Mumbai,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.75,9,Hyundai
Pune,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0,8,Tata
Jaipur,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,10,Hyundai
Mumbai,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95,8,Hyundai
Delhi,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0,11,Volvo
Delhi,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15,11,Ford
Hyderabad,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4.05,11,Maruti
Hyderabad,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3.1,15,Hyundai
Hyderabad,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49,12,Maruti
Coimbatore,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,42.91,15,Porsche
Jaipur,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7,10,Maruti
Kolkata,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.85,11,Honda
Bangalore,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.35,13,Chevrolet
Coimbatore,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.76,7,Hyundai
Pune,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2.25,17,Honda
Mumbai,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.65,9,Maruti
Delhi,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25,9,Ford
Hyderabad,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69,15,BMW
Mumbai,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.5,11,Hyundai
Chennai,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,5.1,20,Toyota
Mumbai,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25,11,Maruti
Mumbai,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25,7,Maruti
Hyderabad,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7,17,Maruti
Kochi,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.87,15,Maruti
Bangalore,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17.75,16,BMW
Kolkata,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5,8,Mahindra
Bangalore,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95,17,Hyundai
Pune,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6,18,Honda
Hyderabad,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,15,Hyundai
Ahmedabad,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5,11,Mercedes-Benz
Pune,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8,14,Toyota
Kolkata,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5,15,Honda
Bangalore,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,11,Maruti
Pune,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8,15,Maruti
Kolkata,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59,11,Hyundai
Pune,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,13,Maruti
Mumbai,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85,10,Toyota
Pune,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5,7,Jeep
Hyderabad,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,8,Hyundai
Delhi,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,2.85,11,Maruti
Jaipur,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75,13,Tata
Jaipur,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3,17,Maruti
Kolkata,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3,9,Tata
Hyderabad,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95,9,Maruti
Kolkata,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49,9,Maruti
Coimbatore,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7,9,BMW
Coimbatore,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43,10,Volkswagen
Bangalore,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5,14,Tata
Kolkata,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,39.75,7,Mini
Kolkata,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0,10,Ford
Ahmedabad,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98,10,Honda
Delhi,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75,19,Hyundai
Delhi,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75,12,Skoda
Hyderabad,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5,9,Toyota
Hyderabad,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49,11,Hyundai
Hyderabad,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85,10,Mahindra
Mumbai,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,8,Renault
Bangalore,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3,10,Hyundai
Bangalore,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75,13,Honda
Coimbatore,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88,8,Ford
Kochi,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23,9,Skoda
Mumbai,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,15.0,13,BMW
Mumbai,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,5.8,12,Maruti
Jaipur,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75,12,Maruti
Jaipur,120000,Petrol,Manual,First,0.0,1086.0,,5.0,1.15,20,Hyundai
Jaipur,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12.75,14,Toyota
Mumbai,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95,16,Maruti
Mumbai,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95,7,Tata
Delhi,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25,10,Honda
Hyderabad,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99,12,BMW
Hyderabad,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5,15,Mercedes-Benz
Kochi,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36,10,Maruti
Delhi,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35,11,Maruti
Kolkata,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95,14,Hyundai
Coimbatore,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7,6,Land
Kolkata,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.15,16,Hyundai
Hyderabad,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5,8,Mercedes-Benz
Kochi,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07,8,Hyundai
Kolkata,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99,13,Volkswagen
Delhi,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9,8,Maruti
Mumbai,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49,9,Renault
Jaipur,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1,16,Tata
Delhi,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0,9,Mercedes-Benz
Mumbai,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5,9,Hyundai
Hyderabad,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0,17,Hyundai
Mumbai,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1,11,Hyundai
Bangalore,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25,15,Ford
Chennai,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95,9,Maruti
Hyderabad,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95,12,Renault
Bangalore,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49,10,Volkswagen
Delhi,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67,6,BMW
Ahmedabad,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25,10,Skoda
Ahmedabad,58000,Petrol,Manual,Second,0.0,999.0,,5.0,1.51,20,Hyundai
Coimbatore,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88,11,Audi
Jaipur,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9,9,Maruti
Kolkata,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99,11,Honda
Mumbai,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4,15,Mercedes-Benz
Pune,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0,13,Audi
Coimbatore,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85,9,Mahindra
Kochi,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2.21,19,Honda
Mumbai,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4,15,Maruti
Pune,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3.0,16,Toyota
Pune,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75,13,Volkswagen
Pune,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95,10,Hyundai
Hyderabad,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8,14,Skoda
Hyderabad,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9,13,Maruti
Kolkata,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95,7,Toyota
Hyderabad,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5,12,Toyota
Hyderabad,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0,8,Tata
Mumbai,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68,10,Skoda
Mumbai,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8,9,Ford
Kochi,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46,8,Renault
Pune,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0,13,Hyundai
Chennai,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5,13,Skoda
Kochi,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87,12,Toyota
Delhi,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5,10,Mahindra
Chennai,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5,12,Audi
Coimbatore,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88,11,Chevrolet
Coimbatore,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08,12,BMW
Delhi,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5,13,Nissan
Mumbai,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5,15,Honda
Bangalore,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45,15,Hyundai
Jaipur,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35,10,Maruti
Kolkata,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.0,10,Honda
Kolkata,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5.0,28.0,13,Audi
Chennai,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2.0,18,Ford
Mumbai,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35,10,Hyundai
Kochi,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.63,10,Mercedes-Benz
Pune,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,3.0,13,Maruti
Chennai,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.9,9,Ford
Mumbai,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25,14,Hyundai
Delhi,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8.25,9,Honda
Kolkata,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.85,14,Nissan
Pune,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.2,15,Ford
Kolkata,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.75,12,Nissan
Kolkata,41300,Diesel,Manual,First,17.8,1248.0,,5.0,3.38,12,Maruti
Ahmedabad,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,5.75,16,Honda
Mumbai,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.7,15,Skoda
Hyderabad,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9,8,Maruti
Ahmedabad,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.25,13,Hyundai
Chennai,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5,8,Hyundai
Kochi,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.34,9,Maruti
Jaipur,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85,11,Maruti
Hyderabad,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.5,16,Toyota
Mumbai,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.2,9,Hyundai
Delhi,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,6.75,9,Maruti
Jaipur,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,26.0,9,Ford
Coimbatore,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.61,6,Hyundai
Mumbai,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46,16,Maruti
Mumbai,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.8,14,Maruti
Kochi,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.0,7,Maruti
Mumbai,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.47,11,Honda
Mumbai,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.45,16,Maruti
Hyderabad,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,21.5,11,BMW
Mumbai,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.38,15,Tata
Chennai,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.5,9,Mahindra
Bangalore,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.1,16,Hyundai
Mumbai,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.49,9,Maruti
Kochi,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51,8,Maruti
Mumbai,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2.39,13,Ford
Delhi,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,3.25,11,Maruti
Mumbai,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65,11,Volkswagen
Ahmedabad,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85,15,Mahindra
Kochi,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02,6,Porsche
Hyderabad,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.8,12,Maruti
Hyderabad,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.9,8,Volkswagen
Chennai,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35,12,Hyundai
Bangalore,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85,15,Hyundai
Chennai,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,22.75,11,Mercedes-Benz
Jaipur,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.45,27,Maruti
Coimbatore,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.64,12,Hyundai
Coimbatore,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.27,9,Honda
Jaipur,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,10.0,9,Tata
Mumbai,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95,10,Honda
Kochi,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.38,15,Hyundai
Coimbatore,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,16.8,7,Volkswagen
Kolkata,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,1.99,15,Honda
Coimbatore,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.84,8,Hyundai
Coimbatore,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,36.15,9,Jaguar
Kolkata,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,25.7,11,Jaguar
Coimbatore,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.24,12,Mahindra
Delhi,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.65,10,Maruti
Coimbatore,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.31,10,Audi
Delhi,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.75,12,Renault
Coimbatore,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.69,11,Maruti
Mumbai,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,13,Volkswagen
Jaipur,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.55,13,Maruti
Coimbatore,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.84,6,Hyundai
Hyderabad,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.6,11,Tata
Kochi,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,21.73,8,Audi
Mumbai,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.75,10,Volkswagen
Chennai,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.45,10,Maruti
Kochi,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,31.55,6,Mini
Delhi,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.25,13,Audi
Coimbatore,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,27.36,6,Ford
Hyderabad,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,6.5,12,Ford
Jaipur,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25,9,Hyundai
Mumbai,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,5.5,11,Chevrolet
Kolkata,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.0,10,Maruti
Kochi,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.65,8,Tata
Delhi,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,28.5,10,Mercedes-Benz
Coimbatore,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,7.11,11,Chevrolet
Hyderabad,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.9,12,Maruti
Jaipur,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.6,8,Hyundai
